id,title,coursetype,distance,time,summary,content,latitude,longitude,address,openTime,tel,courseTag1,courseTag2,courseTag3,courseTag4
11,제주올레길 9코스(대평-화순 올레),제주올레,11.8,3~4시간,"대평포구에서 시작해 안덕계곡과 월라봉을 오르는 짧지만 난이도 있는 코스로, 자연경관과 다양한 체험이 가능한 코스예요.","대평포구에서 시작해 안덕계곡과 월라봉을 오르는 짧지만 도전적인 여정이에요. 박수기정이 병풍처럼 펼쳐진 대평포구의 시작부터 제주의 아름다운 자연을 만끽할 수 있으며, 코스 자체는 짧지만 월라봉과 안덕계곡을 포함하고 있어 다소 어렵게 느껴질 수 있어요. 특히, 국내 최초이자 유일한 돌고래 체험장인 '마린파크'는 코스에서 특별한 체험을 제공해요. 더불어 용왕난드르 마을에서는 농사체험, 염색체험, 바다생태체험을 할 수 있어 다양한 제주 문화를 직접 경험할 수 있답니다. 또한, 산방산과 용머리해안 근처의 화순 금모래 해변은 형제도, 마라도, 가파도가 떠 있는 경관을 자랑해요. 이곳은 그야말로 자연이 선사하는 절경을 감상할 수 있는 명소예요. 여행을 시작하려면 제주 시외버스터미널에서 중문 고속화버스를 이용해 중문에서 하차하고, 대평리 행 버스를 타고 종점에서 내려 도보로 10분 정도 이동하면 돼요. 도중에 매점이나 식수대가 없으니 음료와 간식을 미리 준비하는 것이 좋아요.",,,,,,비순환형,바다,난이도 상,
12,제주올레길 10코스(화순-모슬포 올레),제주올레,15.6,5시간,"화순 금모래 해변에서 시작해 송악산과 알뜨르 비행장을 거쳐 하모리 해수욕장까지 이어지는 해안 올레길로, 다양한 관광 명소가 포함된 코스예요.","화순 금모래 해변에서 시작해 산방산과 송악산을 넘어 알뜨르 비행장과 하모리 해수욕장까지 이어지는 해안 올레길이에요. 초반에는 바윗길과 함께 산방연대, 송악산 오르막이 포함되어 있어 다소 힘들 수 있지만, 이후에는 평탄한 길이 이어져 걷기 좋습니다. 이 코스는 제주의 자연뿐 아니라 다양한 역사적, 문화적 명소를 만날 수 있는 것이 특징이에요. '하멜표류기'로 잘 알려진 하멜상선을 전시한 하멜상선 전시관은 서방세계에 우리나라를 알린 역사적인 공간이고, 국내 최초의 국산화 시범발전소인 남제주 발전본부도 흥미로운 방문지예요. 또한, 마라도 잠수함을 타고 제주의 산호초 군락과 해안절경을 바다에서 직접 감상할 수 있는 특별한 경험도 가능해요. 여행을 시작하려면 제주 시외버스터미널 또는 서귀포 시외버스터미널에서 화순리까지 버스를 타고 도보로 10분 정도 이동하면 되고, 중간에 화장실과 매점이 있어 편리하게 이용할 수 있어요.",33.240164,126.335464,서귀포시 안덕면 화순리 813-9,"08:30 ~ 17:00(점심시간 : 12:00~13:00) 명절 설, 추석 당일 휴무",070-4152-1754,비순환형,바다,난이도 중,
13,제주올레길 10-1코스(가파도 올레),제주올레,4.2,1~2시간,"가파도는 길이 4.2km로 오르막 없이 누구나 쉽게 걸을 수 있는 평탄한 섬이며, 휴식과 안식을 즐길 수 있는 산책 코스예요.","서귀포시 대정읍 가파리의 상동포구에서 시작해 가파도 전화국을 지나 가파 치안센터까지 이어지는 경로로, 누구나 쉽게 걸을 수 있는 평탄한 길이에요. 가파도는 섬의 최고점이 20m에 불과해 대한민국에서 가장 낮은 유인도 중 하나로, 오르막이 없어 걷기에 부담이 없어요. 이 섬은 '휴식의 섬', '안식의 섬'이라는 별칭을 가지고 있어, 도시의 바쁜 일상에서 벗어나 하루쯤 여유를 즐기고 싶은 이들에게 최적의 장소예요. 가파도를 걷는 동안 섬 전체를 한눈에 담을 수 있으며, 자연의 평화로움 속에서 재충전할 수 있어요. 이곳은 에너지를 가득 채우고 새로운 길로 나아가고 싶은 이들에게 충전소 같은 역할을 해요. 여행을 계획한다면 제주 시외버스를 타고 운진항 정류장에서 하차 후 도보로 이동해 가파도로 갈 수 있고, 스탬프 투어를 즐길 계획이라면 상동포구와 가파 치안센터에서 스탬프를 찍을 수 있어요. 상동포구와 하동포구에는 식당들이 모여 있어 편리하게 식사를 할 수 있고, 화순 금모래해수욕장에 공식 안내소도 있어요.",,,,,,비순환형,바다,난이도 하,
14,제주올레길 11코스(모슬포-무릉 올레),제주올레,17.3,5~6시간,하모체육공원에서 모슬봉을 거쳐 무릉외갓집까지 이어지는 이 코스는 넓은 들판과 곶자왈을 지나며 제주의 역사와 풍경을 감상할 수 있어요.,"서귀포시 대정읍 하모리 하모체육공원에서 출발해 모슬봉 정상과 무릉외갓집까지 이어지는 이 코스는 제주의 자연과 역사를 함께 경험할 수 있는 여정이에요. 제주에서는 드물게 넓은 들판을 지나며 '잊혀진 옛길'을 복원한 모슬봉과 ‘비밀의 숲’ 같은 곶자왈을 걸을 수 있는 이 코스는 제주의 남서부 일대의 아름다운 풍경을 한눈에 담을 수 있어요. 모슬봉은 공동묘지가 위치한 곳으로, 제주의 근현대사의 아픔이 담긴 장소이기도 해요. 특히, 흔들리는 억새 사이로 펼쳐진 오름과 바다의 풍경은 걷는 이에게 깊은 인상을 남겨요. 제주올레가 처음으로 공개한 곶자왈 구간은 자연의 숨결을 그대로 느낄 수 있는 특별한 경험을 선사하며, 이 구간에서는 길을 잃지 않도록 리본을 잘 확인하며 걸어야 해요. 곶자왈과 무릉외갓집 구간에서는 상점이 없으니 물과 도시락을 충분히 준비하는 것이 좋고, 곶자왈 지역은 혼자 걷기에는 위험할 수 있으니 동행을 권장해요.",33.218802,126.252817,서귀포시 대정읍 하모리 2140,"08:30 ~ 17:00(점심시간 : 12:00~13:00) 명절 설, 추석 당일 휴무",070-4152-8138,비순환형,바다,난이도 중,산
15,제주올레길 12코스(무릉-용수 올레),제주올레,17.5,6시간,"무릉외갓집에서 시작해 수월봉과 엉알길을 지나 생이기정 바당길로 이어지는 코스로, 차귀도와 아름다운 자연 경관을 즐길 수 있어요.","무릉외갓집에서 시작해 생이기정 바당길로 이어지는 길로, 제주의 들과 바다, 그리고 오름이 어우러진 아름다운 풍경을 감상할 수 있어요. 손에 잡힐 듯 가까운 차귀도를 곁에 두고, 수월봉과 엉알길을 지나면서 자연이 만들어낸 웅장함과 제주의 특색을 느낄 수 있답니다. 엉알해안은 제주시의 숨은 비경 31곳 중 하나로 선정될 만큼 절경을 자랑해요. 수월봉은 절벽이 예리하고 운치가 있으며, 곳곳에서 솟는 용천수가 약수로 유명해요. 이 코스를 걷다 보면 제주의 자연과 어우러진 소박한 규모의 초콜릿박물관도 만나볼 수 있어, 여행의 색다른 즐거움을 선사합니다. 이 코스는 자연과 문화가 함께하는 독특한 여정으로, 들판과 바다, 오름을 넘나들며 제주의 다채로운 풍경을 감상할 수 있어요. 이동은 서귀포 시외버스터미널에서 서회선 일주 도로 버스를 타고 모슬포 하모리 정류장에서 하차한 후 신창-모슬포 순환버스를 이용해 좌기동에서 내리면 돼요. 코스 중간중간 화장실과 매점이 있어 편리하게 이용할 수 있어요.",,,,,,비순환형,바다,난이도 중,
16,제주올레길 13코스(용수-저지 올레),제주올레,16.2,4~5시간,용수리 절부암에서 저지 예술정보화마을까지 이어지는 이 코스는 숲길과 밭길을 지나며 제주 자연의 다양한 매력을 만끽할 수 있어요.,"용수리 절부암에서 시작해 낙천리 아홉굿마을 의자공원을 지나 저지 예술정보화마을까지 이어지는 여정이에요. 제주올레가 특전사의 도움으로 복원한 폭이 좁은 숲길과 밭길, 그리고 잣길을 따라 걷는 이 코스는 제주 자연의 울창한 숲과 시골의 평화로운 경관을 감상할 수 있는 것이 특징이에요. 코스 중간에 위치한 용수저수지는 울창한 숲 사이에 자리잡고 있어, 잠시 멈춰서 자연의 평온함을 만끽할 수 있는 장소예요. 이 코스는 특히 7개의 숲길을 지나며 제주 올레 특유의 자연미를 느낄 수 있어요. 낙천리 아홉굿마을 의자공원은 중간 휴식지로 화장실과 간단한 식사가 가능하며, 향토음식점과 편의점도 있어 필요한 물품을 구입할 수 있어요. 하지만 이 구간은 대부분이 인가가 없는 곳이기 때문에 도시락과 음료를 미리 준비하는 것이 좋답니다. 스탬프 투어를 즐기고 있다면 용수포구 절부암, 낙천리 의자공원, 저지 예술정보화마을에서 스탬프를 찍을 수 있어요.",,,,,,비순환형,산,난이도 중,
17,제주올레길 14코스(저지-한림 올레),제주올레,19.1,6~7시간,"저지예술 정보화마을에서 한림항까지 이어지는 다양한 길을 걷는 코스로, 돌담길, 숲길, 바닷길 등 다채로운 풍경을 즐길 수 있어요.","저지예술 정보화마을에서 시작해 월령 선인장 자생지 입구를 지나 한림항까지 이어지는 여정으로, 다양한 길을 걷는 재미가 가득해요. 18.9km의 코스는 돌담길, 밭길, 숲길, 하천길, 나무 산책로와 같은 자연스러운 경로와 고운 모래사장, 자갈길까지 다채로운 경관을 제공해 지루할 틈이 없어요. 특히, 걸을수록 조금씩 모습을 드러내는 비양도는 이 코스의 하이라이트 중 하나로, 섬의 아름다움이 인상적이에요. 또한, 제주의 농촌 풍경과 해안선을 따라 걷는 동안 마음이 탁 트이는 경험을 할 수 있어 힐링의 시간을 보낼 수 있답니다. 여행 중간에 월령포구나 금능으뜸원해변, 협재해변 근처에서 식사를 할 수 있지만, 비수기에는 일부 식당이 문을 닫을 수 있으니 참고하는 것이 좋아요. 스탬프 투어를 즐기는 이들은 저지예술 정보화마을, 월령 선인장 자생지 입구, 한림항에서 스탬프를 찍을 수 있어요.",33.333792,126.256192,제주시 한경면 저지리 1843-4,"08:30~17:00(점심시간 : 12:00~13:00) 명절 설, 추석 당일 휴무",070-4060-0611,비순환형,바다,난이도 중,산
18,제주올레길 14-1코스(저지-무릉 올레),제주올레,9.3,3~4시간,저지에서 무릉까지 이어지는 이 코스는 무성한 숲과 녹차밭을 지나며 자연의 생명력을 온몸으로 느낄 수 있는 길이에요.,"이 코스는 저지에서 무릉까지 이어지는 길로, 제주 자연의 초록 생명력을 온몸으로 느낄 수 있는 여정이에요. 무성한 숲이 펼쳐진 곶자왈을 지나, 초록빛 녹차밭과 순한 말들이 풀을 뜯는 평화로운 문도지 오름을 따라 걸으며 한라산과 주변의 오름들을 감상할 수 있어요. 특히 '서광 녹차밭'은 이 코스의 하이라이트 중 하나로, 초록의 힘이 가득한 자연 속에서 힐링의 시간을 가질 수 있답니다. 저지곶자왈은 울창한 숲이 주는 생명력을 온몸으로 느낄 수 있는 장소로, 자연과 하나 되는 기분을 느낄 수 있어요. 이 코스는 대체로 인가가 없고 식당이나 가게가 없기 때문에 도시락과 물, 간식을 반드시 준비하는 것이 중요해요. 또한, 혼자 걷기에는 적합하지 않은 구간이므로 동행자와 함께 걷는 것이 안전해요. 스탬프 투어를 하는 분들은 저지예술 정보화마을, 문도지 오름 출구, 오설록 녹차밭에서 스탬프를 찍을 수 있어요.",33.33381,126.256235,제주시 한경면 저지리 1843-4,"08:30~17:00(점심시간 : 12:00~13:00) 명절 설, 추석 당일 휴무",070-4060-0611,비순환형,숲,난이도 하,산
19,제주올레길 15-A코스(한림-고내 올레),제주올레,16.5,5~6시간,"한림에서 출발해 중산간을 지나 고내의 바다로 이어지는 이 코스는 해녀문화와 아름다운 해변, 연화못을 감상할 수 있어요.","이 코스는 한림의 바다에서 출발해 중산간의 마을과 밭, 오름을 돌아 고내의 바다로 이어지는 여정이에요. 길 중간중간 바다의 모습을 볼 수 있어 자연의 경관을 즐기며 걷기에 좋습니다. 비교적 긴 거리에 걸쳐 있지만, 높지 않은 산과 숲길을 지나가기 때문에 부담 없이 걸을 수 있는 코스예요. 이 코스의 하이라이트 중 하나는 '한수풀 해녀학교'로, 해녀 문화를 젊은 세대에게 전수하는 의미 있는 장소예요. 또한, 곽지 과물해변은 완만한 경사와 맑은 물로 유명한 해수욕장으로, 이곳에서 잠시 머물며 제주 해안의 아름다움을 만끽할 수 있어요. 또 다른 명소인 연화못은 제주도에서 가장 깊고 넓은 연못으로, 가운데에 있는 육각 정자가 인상적입니다. 코스 중간중간에는 화장실과 매점이 있어 편리하게 이용할 수 있고, 이동은 제주 시외버스터미널에서 702번 버스를 이용해 한림에서 하차하면 됩니다.",33.41924,126.262511,제주시 한림읍 대림리 2019-17,"08:30~17:00(점심시간 : 12:00~13:00) 명절 설, 추석 당일 휴무",070-4060-0612,비순환형,골목길,난이도 중,바다
20,제주올레길 15-B코스(한림-고내 올레),제주올레,13.5,4~5시간,"제주 서쪽 바다의 쪽빛 풍광을 즐기며 한림항에서 고내포구까지 걷는 코스로, 곽지과물해변과 애월 한담해안산책로가 주요 포인트예요.","이 코스는 한림항에서 출발해 고내포구까지 이어지는 제주 서쪽 바닷길로, 쪽빛 바다의 아름다움을 만끽하며 걷기 좋은 길이에요. 한림항에서 시작해 대수포구, 제주한수풀해녀학교, 곽지과물해변, 그리고 애월-한담해안산책로를 지나 고내포구에 이르는 여정은 비교적 평탄해 누구나 편안하게 걸을 수 있는 코스입니다. 특히 곽지과물해변은 용천수가 솟아나는 작은 해수욕장으로, 제주 특유의 자연미를 느낄 수 있는 명소 중 하나예요. 또, 애월 카페거리는 젊은 여행객들에게 인기가 많아 다양한 카페에서 휴식을 취하며 여유롭게 경치를 즐길 수 있습니다. 애월 한담해안산책로는 고즈넉한 분위기로 조용히 걷기에 좋으며, 길을 걷다가 언제든 멈춰서 주변 풍광을 감상할 수 있어요. 이동은 제주국제공항에서 102번 버스를 타고 한림환승정류장에서 하차한 후 도보로 약 800m 이동하면 시작점에 도착해요. 코스 중간에는 화장실과 카페, 식당이 많아 편리하게 쉬어갈 수 있어요.",33.419249,126.262576,제주시 한림읍 대림리 2019-17,"08:30~17:00(점심시간 : 12:00~13:00) 명절 설, 추석 당일 휴무",070-4060-0612,비순환형,바다,난이도 하,
